gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,grade,math_status,lunch_short,score_spread,rank_dense,rank_average,rank_first,gender_num,race_num,edu_type,lunch_num,prep_num
female,group c,associate's degree,standard,completed,65,84,84,77.66666666666667,C,pass,standard,19,61.0,252.0,253.0,f,c,degree,standard,comp
female,group d,high school,standard,completed,69,77,78,74.66666666666667,C,pass,standard,9,70.0,328.5,330.0,f,d,school,standard,comp
female,group b,some college,standard,completed,50,64,66,60.0,F,fail,standard,16,114.0,711.5,715.0,f,b,college,standard,comp
female,group e,some college,standard,completed,73,78,76,75.66666666666667,C,pass,standard,5,67.0,301.5,301.0,f,e,college,standard,comp
female,group c,some high school,standard,completed,70,82,76,76.0,C,pass,standard,12,66.0,292.0,293.0,f,c,school,standard,comp
male,group d,associate's degree,free/reduced,none,81,75,78,78.0,C,pass,free,6,60.0,244.5,248.0,m,d,degree,free,none
male,group d,some college,free/reduced,none,63,61,60,61.333333333333336,D,pass,free,3,110.0,682.0,682.0,m,d,college,free,none
female,group d,high school,standard,none,67,72,74,71.0,C,pass,standard,7,81.0,429.0,432.0,f,d,school,standard,none
male,group b,high school,standard,none,60,68,60,62.666666666666664,D,pass,standard,8,106.0,654.5,655.0,m,b,school,standard,none
male,group b,high school,standard,none,62,55,54,57.0,F,pass,standard,8,123.0,773.5,775.0,m,b,school,standard,none
female,group c,some high school,free/reduced,completed,29,40,44,37.666666666666664,F,fail,free,15,178.0,981.0,981.0,f,c,school,free,comp
male,group b,some college,standard,completed,62,66,68,65.33333333333333,D,pass,standard,6,98.0,588.0,590.0,m,b,college,standard,comp
female,group e,master's degree,standard,completed,94,99,100,97.66666666666667,A,pass,standard,6,5.0,10.0,10.0,f,e,degree,standard,comp
male,group e,some college,standard,completed,85,75,68,76.0,C,pass,standard,17,66.0,292.0,294.0,m,e,college,standard,comp
male,group d,associate's degree,free/reduced,none,77,78,73,76.0,C,pass,free,5,66.0,292.0,295.0,m,d,degree,free,none
male,group a,high school,free/reduced,none,53,58,44,51.666666666666664,F,fail,free,14,139.0,864.5,866.0,m,a,school,free,none
male,group e,some college,free/reduced,none,93,90,83,88.66666666666667,B,pass,free,10,28.0,66.0,68.0,m,e,college,free,none
female,group c,associate's degree,standard,none,49,53,53,51.666666666666664,F,fail,standard,4,139.0,864.5,867.0,f,c,degree,standard,none
female,group e,associate's degree,free/reduced,none,73,76,78,75.66666666666667,C,pass,free,5,67.0,301.5,302.0,f,e,degree,free,none
female,group c,bachelor's degree,free/reduced,completed,66,74,81,73.66666666666667,C,pass,free,15,73.0,353.0,355.0,f,c,degree,free,comp
female,group d,associate's degree,standard,none,77,77,73,75.66666666666667,C,pass,standard,4,67.0,301.5,303.0,f,d,degree,standard,none
female,group c,some high school,standard,none,49,63,56,56.0,F,fail,standard,14,126.0,790.5,790.0,f,c,school,standard,none
female,group d,some college,free/reduced,none,79,89,86,84.66666666666667,B,pass,free,10,40.0,118.5,117.0,f,d,college,free,none
female,group c,associate's degree,standard,completed,75,82,90,82.33333333333333,B,pass,standard,15,47.0,160.0,162.0,f,c,degree,standard,comp
female,group a,bachelor's degree,standard,none,59,72,70,67.0,D,fail,standard,13,93.0,544.0,547.0,f,a,degree,standard,none
female,group d,associate's degree,standard,completed,57,78,79,71.33333333333333,C,fail,standard,22,80.0,417.5,418.0,f,d,degree,standard,comp
male,group c,high school,free/reduced,none,66,66,59,63.666666666666664,D,pass,free,7,103.0,636.0,636.0,m,c,school,free,none
female,group e,bachelor's degree,standard,completed,79,81,82,80.66666666666667,B,pass,standard,3,52.0,183.0,184.0,f,e,degree,standard,comp
female,group b,some high school,standard,none,57,67,72,65.33333333333333,D,fail,standard,15,98.0,588.0,591.0,f,b,school,standard,none
male,group a,bachelor's degree,standard,completed,87,84,87,86.0,B,pass,standard,3,36.0,100.5,101.0,m,a,degree,standard,comp
female,group d,some college,standard,none,63,64,67,64.66666666666667,D,pass,standard,4,100.0,607.0,609.0,f,d,college,standard,none
female,group b,some high school,free/reduced,completed,59,63,64,62.0,D,fail,free,5,108.0,667.5,669.0,f,b,school,free,comp
male,group a,bachelor's degree,free/reduced,none,62,72,65,66.33333333333333,D,pass,free,10,95.0,559.0,560.0,m,a,degree,free,none
male,group d,high school,standard,none,46,34,36,38.666666666666664,F,fail,standard,12,175.0,977.0,977.0,m,d,school,standard,none
male,group c,some college,standard,none,66,59,52,59.0,F,pass,standard,14,117.0,731.0,734.0,m,c,college,standard,none
male,group d,high school,standard,none,89,87,79,85.0,B,pass,standard,10,39.0,114.5,115.0,m,d,school,standard,none
female,group d,associate's degree,free/reduced,completed,42,61,58,53.666666666666664,F,fail,free,19,133.0,833.0,836.0,f,d,degree,free,comp
male,group c,some college,standard,completed,93,84,90,89.0,B,pass,standard,9,27.0,61.0,61.0,m,c,college,standard,comp
female,group e,some high school,standard,completed,80,85,85,83.33333333333333,B,pass,standard,5,44.0,137.0,137.0,f,e,school,standard,comp
female,group d,some college,standard,none,98,100,99,99.0,A,pass,standard,2,3.0,5.5,6.0,f,d,college,standard,none
male,group d,master's degree,standard,none,81,81,84,82.0,B,pass,standard,3,48.0,167.0,168.0,m,d,degree,standard,none
female,group b,some high school,standard,completed,60,70,74,68.0,D,pass,standard,14,90.0,519.0,520.0,f,b,school,standard,comp
female,group b,associate's degree,free/reduced,completed,76,94,87,85.66666666666667,B,pass,free,18,37.0,105.5,107.0,f,b,degree,free,comp
male,group c,associate's degree,standard,completed,73,78,72,74.33333333333333,C,pass,standard,6,71.0,338.5,341.0,m,c,degree,standard,comp
female,group c,associate's degree,standard,completed,96,96,99,97.0,A,pass,standard,3,7.0,14.5,15.0,f,c,degree,standard,comp
female,group c,high school,standard,none,76,76,74,75.33333333333333,C,pass,standard,2,68.0,310.0,312.0,f,c,school,standard,none
male,group e,associate's degree,free/reduced,completed,91,73,80,81.33333333333333,B,pass,free,18,50.0,175.0,175.0,m,e,degree,free,comp
female,group c,some college,free/reduced,none,62,72,70,68.0,D,pass,free,10,90.0,519.0,521.0,f,c,college,free,none
male,group d,some high school,free/reduced,completed,55,59,59,57.666666666666664,F,fail,free,4,121.0,759.5,760.0,m,d,school,free,comp
female,group b,some high school,free/reduced,completed,74,90,88,84.0,B,pass,free,16,42.0,126.5,127.0,f,b,school,free,comp
male,group c,high school,standard,none,50,48,42,46.666666666666664,F,fail,standard,8,154.0,931.5,932.0,m,c,school,standard,none
male,group b,some college,standard,none,47,43,41,43.666666666666664,F,fail,standard,6,163.0,954.5,955.0,m,b,college,standard,none
male,group e,some college,standard,completed,81,74,71,75.33333333333333,C,pass,standard,10,68.0,310.0,313.0,m,e,college,standard,comp
female,group e,associate's degree,standard,completed,65,75,77,72.33333333333333,C,pass,standard,12,77.0,391.5,394.0,f,e,degree,standard,comp
male,group e,some high school,standard,completed,68,51,57,58.666666666666664,F,pass,standard,17,118.0,740.0,742.0,m,e,school,standard,comp
female,group d,high school,free/reduced,none,73,92,84,83.0,B,pass,free,19,45.0,144.0,146.0,f,d,school,free,none
male,group c,some college,standard,none,53,39,37,43.0,F,fail,standard,16,165.0,960.5,961.0,m,c,college,standard,none
female,group b,associate's degree,free/reduced,completed,68,77,80,75.0,C,pass,free,12,69.0,319.0,317.0,f,b,degree,free,comp
male,group a,some high school,free/reduced,none,55,46,43,48.0,F,fail,free,12,150.0,922.5,922.0,m,a,school,free,none
female,group c,some college,standard,completed,87,89,94,90.0,B,pass,standard,7,24.0,51.5,52.0,f,c,college,standard,comp
male,group d,some high school,standard,none,55,47,44,48.666666666666664,F,fail,standard,11,148.0,912.5,914.0,m,d,school,standard,none
female,group e,some college,free/reduced,none,53,58,57,56.0,F,fail,free,5,126.0,790.5,791.0,f,e,college,free,none
male,group c,master's degree,standard,none,67,57,59,61.0,D,pass,standard,10,111.0,689.5,691.0,m,c,degree,standard,none
male,group c,associate's degree,standard,none,92,79,84,85.0,B,pass,standard,13,39.0,114.5,116.0,m,c,degree,standard,none
female,group b,some college,free/reduced,completed,53,66,73,64.0,D,fail,free,20,102.0,627.0,630.0,f,b,college,free,comp
male,group d,associate's degree,standard,none,81,71,73,75.0,C,pass,standard,10,69.0,319.0,318.0,m,d,degree,standard,none
male,group c,high school,free/reduced,none,61,60,55,58.666666666666664,F,pass,free,6,118.0,740.0,743.0,m,c,school,free,none
male,group d,bachelor's degree,standard,none,80,73,72,75.0,C,pass,standard,8,69.0,319.0,319.0,m,d,degree,standard,none
female,group a,associate's degree,free/reduced,none,37,57,56,50.0,F,fail,free,20,144.0,894.5,896.0,f,a,degree,free,none
female,group c,high school,standard,none,81,84,82,82.33333333333333,B,pass,standard,3,47.0,160.0,163.0,f,c,school,standard,none
female,group c,associate's degree,standard,completed,59,73,72,68.0,D,fail,standard,14,90.0,519.0,522.0,f,c,degree,standard,comp
male,group b,some college,free/reduced,none,55,55,47,52.333333333333336,F,fail,free,8,137.0,852.0,853.0,m,b,college,free,none
male,group d,associate's degree,standard,none,72,79,74,75.0,C,pass,standard,7,69.0,319.0,320.0,m,d,degree,standard,none
male,group d,high school,standard,none,69,75,71,71.66666666666667,C,pass,standard,6,79.0,407.5,411.0,m,d,school,standard,none
male,group c,some college,standard,none,69,64,68,67.0,D,pass,standard,5,93.0,544.0,548.0,m,c,college,standard,none
female,group c,bachelor's degree,free/reduced,none,50,60,59,56.333333333333336,F,fail,free,10,125.0,782.5,784.0,f,c,degree,free,none
male,group b,some college,standard,completed,87,84,86,85.66666666666667,B,pass,standard,3,37.0,105.5,108.0,m,b,college,standard,comp
male,group d,some high school,standard,completed,71,69,68,69.33333333333333,D,pass,standard,3,86.0,469.5,468.0,m,d,school,standard,comp
male,group e,some college,standard,none,68,72,65,68.33333333333333,D,pass,standard,7,89.0,505.0,508.0,m,e,college,standard,none
male,group c,master's degree,free/reduced,completed,79,77,75,77.0,C,pass,free,4,63.0,272.5,275.0,m,c,degree,free,comp
female,group c,some high school,standard,completed,77,90,85,84.0,B,pass,standard,13,42.0,126.5,128.0,f,c,school,standard,comp
male,group c,associate's degree,free/reduced,none,58,55,53,55.333333333333336,F,fail,free,5,128.0,805.0,806.0,m,c,degree,free,none
female,group e,associate's degree,standard,none,84,95,92,90.33333333333333,A,pass,standard,11,23.0,49.0,50.0,f,e,degree,standard,none
male,group d,some college,standard,none,55,58,52,55.0,F,fail,standard,6,129.0,808.5,809.0,m,d,college,standard,none
male,group e,bachelor's degree,free/reduced,completed,70,68,72,70.0,D,pass,free,4,84.0,453.5,453.0,m,e,degree,free,comp
female,group d,some college,free/reduced,completed,52,59,65,58.666666666666664,F,fail,free,13,118.0,740.0,744.0,f,d,college,free,comp
male,group b,some college,standard,completed,69,77,77,74.33333333333333,C,pass,standard,8,71.0,338.5,342.0,m,b,college,standard,comp
female,group c,high school,free/reduced,none,53,72,64,63.0,D,fail,free,19,105.0,649.0,652.0,f,c,school,free,none
female,group d,some high school,standard,none,48,58,54,53.333333333333336,F,fail,standard,10,134.0,838.5,840.0,f,d,school,standard,none
male,group d,some high school,standard,completed,78,81,86,81.66666666666667,B,pass,standard,8,49.0,170.5,172.0,m,d,school,standard,comp
female,group b,high school,standard,none,62,62,63,62.333333333333336,D,pass,standard,1,107.0,660.5,661.0,f,b,school,standard,none
male,group d,some college,standard,none,60,63,59,60.666666666666664,D,pass,standard,4,112.0,696.0,697.0,m,d,college,standard,none
female,group b,high school,standard,none,74,72,72,72.66666666666667,C,pass,standard,2,76.0,383.5,386.0,f,b,school,standard,none
female,group c,high school,standard,completed,58,75,77,70.0,D,fail,standard,19,84.0,453.5,454.0,f,c,school,standard,comp
male,group b,high school,standard,completed,76,62,60,66.0,D,pass,standard,16,96.0,568.5,571.0,m,b,school,standard,comp
female,group d,some high school,standard,none,68,71,75,71.33333333333333,C,pass,standard,7,80.0,417.5,419.0,f,d,school,standard,none
male,group a,some college,free/reduced,none,58,60,57,58.333333333333336,F,fail,free,3,119.0,749.0,750.0,m,a,college,free,none
male,group b,high school,standard,none,52,48,49,49.666666666666664,F,fail,standard,4,145.0,899.0,900.0,m,b,school,standard,none
male,group d,bachelor's degree,standard,none,75,73,74,74.0,C,pass,standard,2,72.0,347.5,349.0,m,d,degree,standard,none
female,group b,some high school,free/reduced,completed,52,67,72,63.666666666666664,D,fail,free,20,103.0,636.0,637.0,f,b,school,free,comp
female,group c,bachelor's degree,free/reduced,none,62,78,79,73.0,C,pass,free,17,75.0,372.5,376.0,f,c,degree,free,none
male,group b,some college,standard,none,66,65,60,63.666666666666664,D,pass,standard,6,103.0,636.0,638.0,m,b,college,standard,none
female,group b,some high school,free/reduced,none,49,58,55,54.0,F,fail,free,9,132.0,826.5,827.0,f,b,school,free,none
female,group b,high school,standard,none,66,72,70,69.33333333333333,D,pass,standard,6,86.0,469.5,469.0,f,b,school,standard,none
female,group c,some college,free/reduced,none,35,44,43,40.666666666666664,F,fail,free,9,170.0,967.5,968.0,f,c,college,free,none
female,group a,some college,standard,completed,72,79,82,77.66666666666667,C,pass,standard,10,61.0,252.0,254.0,f,a,college,standard,comp
male,group e,associate's degree,standard,completed,94,85,82,87.0,B,pass,standard,12,33.0,85.5,86.0,m,e,degree,standard,comp
female,group d,associate's degree,free/reduced,none,46,56,57,53.0,F,fail,free,11,135.0,841.5,842.0,f,d,degree,free,none
female,group b,master's degree,standard,none,77,90,84,83.66666666666667,B,pass,standard,13,43.0,132.5,132.0,f,b,degree,standard,none
female,group b,high school,free/reduced,completed,76,85,82,81.0,B,pass,free,9,51.0,178.5,179.0,f,b,school,free,comp
female,group c,associate's degree,standard,completed,52,59,62,57.666666666666664,F,fail,standard,10,121.0,759.5,761.0,f,c,degree,standard,comp
male,group c,bachelor's degree,standard,completed,91,81,79,83.66666666666667,B,pass,standard,12,43.0,132.5,133.0,m,c,degree,standard,comp
female,group b,some high school,standard,completed,32,51,44,42.333333333333336,F,fail,standard,19,166.0,962.0,962.0,f,b,school,standard,comp
female,group e,some high school,free/reduced,none,72,79,77,76.0,C,pass,free,7,66.0,292.0,296.0,f,e,school,free,none
female,group b,some college,standard,none,19,38,32,29.666666666666668,F,fail,standard,19,188.0,992.5,993.0,f,b,college,standard,none
male,group c,associate's degree,free/reduced,none,68,65,61,64.66666666666667,D,pass,free,7,100.0,607.0,610.0,m,c,degree,free,none
female,group c,master's degree,free/reduced,none,52,65,61,59.333333333333336,F,fail,free,13,116.0,723.5,724.0,f,c,degree,free,none
female,group b,high school,standard,none,48,62,60,56.666666666666664,F,fail,standard,14,124.0,777.5,779.0,f,b,school,standard,none
female,group d,some college,free/reduced,none,60,66,70,65.33333333333333,D,pass,free,10,98.0,588.0,592.0,f,d,college,free,none
male,group d,high school,free/reduced,none,66,74,69,69.66666666666667,D,pass,free,8,85.0,462.0,464.0,m,d,school,free,none
male,group e,some high school,standard,completed,89,84,77,83.33333333333333,B,pass,standard,12,44.0,137.0,138.0,m,e,school,standard,comp
female,group b,high school,standard,none,42,52,51,48.333333333333336,F,fail,standard,10,149.0,917.5,919.0,f,b,school,standard,none
female,group e,associate's degree,free/reduced,completed,57,68,73,66.0,D,fail,free,16,96.0,568.5,572.0,f,e,degree,free,comp
male,group d,high school,standard,none,70,70,70,70.0,D,pass,standard,0,84.0,453.5,455.0,m,d,school,standard,none
female,group e,associate's degree,free/reduced,none,70,84,81,78.33333333333333,C,pass,free,14,59.0,235.0,235.0,f,e,degree,free,none
male,group e,some college,standard,none,69,60,54,61.0,D,pass,standard,15,111.0,689.5,692.0,m,e,college,standard,none
female,group c,associate's degree,standard,none,52,55,57,54.666666666666664,F,fail,standard,5,130.0,814.0,814.0,f,c,degree,standard,none
male,group c,some high school,standard,completed,67,73,68,69.33333333333333,D,pass,standard,6,86.0,469.5,470.0,m,c,school,standard,comp
male,group c,some high school,standard,completed,76,80,73,76.33333333333333,C,pass,standard,7,65.0,284.5,287.0,m,c,school,standard,comp
female,group e,associate's degree,standard,none,87,94,95,92.0,A,pass,standard,8,18.0,35.5,36.0,f,e,degree,standard,none
female,group b,some college,standard,none,82,85,87,84.66666666666667,B,pass,standard,5,40.0,118.5,118.0,f,b,college,standard,none
female,group c,some college,standard,none,73,76,78,75.66666666666667,C,pass,standard,5,67.0,301.5,304.0,f,c,college,standard,none
male,group a,some college,free/reduced,none,75,81,74,76.66666666666667,C,pass,free,7,64.0,279.0,281.0,m,a,college,free,none
female,group d,some college,free/reduced,none,64,74,75,71.0,C,pass,free,11,81.0,429.0,433.0,f,d,college,free,none
female,group e,high school,free/reduced,none,41,45,40,42.0,F,fail,free,5,167.0,963.0,963.0,f,e,school,free,none
male,group c,high school,standard,none,90,75,69,78.0,C,pass,standard,21,60.0,244.5,249.0,m,c,school,standard,none
male,group b,bachelor's degree,standard,none,59,54,51,54.666666666666664,F,fail,standard,8,130.0,814.0,815.0,m,b,degree,standard,none
male,group a,some high school,standard,none,51,31,36,39.333333333333336,F,fail,standard,20,173.0,974.0,974.0,m,a,school,standard,none
male,group a,high school,free/reduced,none,45,47,49,47.0,F,fail,free,4,153.0,929.0,929.0,m,a,school,free,none
female,group c,master's degree,standard,completed,54,64,67,61.666666666666664,D,fail,standard,13,109.0,674.0,675.0,f,c,degree,standard,comp
male,group e,some high school,standard,completed,87,84,76,82.33333333333333,B,pass,standard,11,47.0,160.0,164.0,m,e,school,standard,comp
female,group c,high school,standard,none,72,80,83,78.33333333333333,C,pass,standard,11,59.0,235.0,236.0,f,c,school,standard,none
male,group b,some high school,standard,completed,94,86,87,89.0,B,pass,standard,8,27.0,61.0,62.0,m,b,school,standard,comp
female,group a,bachelor's degree,standard,none,45,59,64,56.0,F,fail,standard,19,126.0,790.5,792.0,f,a,degree,standard,none
male,group d,bachelor's degree,free/reduced,completed,61,70,76,69.0,D,pass,free,15,87.0,480.5,485.0,m,d,degree,free,comp
female,group b,high school,free/reduced,none,60,72,68,66.66666666666667,D,pass,free,12,94.0,552.5,555.0,f,b,school,free,none
female,group c,some high school,standard,none,77,91,88,85.33333333333333,B,pass,standard,14,38.0,110.5,111.0,f,c,school,standard,none
female,group a,some high school,standard,completed,85,90,92,89.0,B,pass,standard,7,27.0,61.0,63.0,f,a,school,standard,comp
female,group d,bachelor's degree,free/reduced,none,78,90,93,87.0,B,pass,free,15,33.0,85.5,87.0,f,d,degree,free,none
male,group e,some college,free/reduced,completed,49,52,51,50.666666666666664,F,fail,free,3,142.0,882.0,883.0,m,e,college,free,comp
female,group b,high school,free/reduced,none,71,87,82,80.0,C,pass,free,16,54.0,196.5,198.0,f,b,school,free,none
female,group c,some high school,free/reduced,none,48,58,52,52.666666666666664,F,fail,free,10,136.0,846.0,849.0,f,c,school,free,none
male,group c,high school,standard,none,62,67,58,62.333333333333336,D,pass,standard,9,107.0,660.5,662.0,m,c,school,standard,none
female,group c,associate's degree,free/reduced,completed,56,68,70,64.66666666666667,D,fail,free,14,100.0,607.0,611.0,f,c,degree,free,comp
female,group c,some high school,standard,none,65,69,76,70.0,D,pass,standard,11,84.0,453.5,456.0,f,c,school,standard,none
female,group d,some high school,free/reduced,completed,69,86,81,78.66666666666667,C,pass,free,17,58.0,226.0,228.0,f,d,school,free,comp
male,group b,some high school,standard,none,68,54,53,58.333333333333336,F,pass,standard,15,119.0,749.0,751.0,m,b,school,standard,none
female,group a,some college,free/reduced,none,61,60,57,59.333333333333336,F,pass,free,4,116.0,723.5,725.0,f,a,college,free,none
female,group c,bachelor's degree,free/reduced,completed,74,86,89,83.0,B,pass,free,15,45.0,144.0,147.0,f,c,degree,free,comp
male,group a,bachelor's degree,standard,none,64,60,58,60.666666666666664,D,pass,standard,6,112.0,696.0,698.0,m,a,degree,standard,none
female,group b,high school,standard,completed,77,82,89,82.66666666666667,B,pass,standard,12,46.0,151.5,154.0,f,b,school,standard,comp
male,group b,some college,standard,none,58,50,45,51.0,F,fail,standard,13,141.0,878.0,880.0,m,b,college,standard,none
female,group c,high school,standard,completed,60,64,74,66.0,D,pass,standard,14,96.0,568.5,573.0,f,c,school,standard,comp
male,group e,high school,standard,none,73,64,57,64.66666666666667,D,pass,standard,16,100.0,607.0,612.0,m,e,school,standard,none
female,group a,high school,standard,completed,75,82,79,78.66666666666667,C,pass,standard,7,58.0,226.0,229.0,f,a,school,standard,comp
male,group b,associate's degree,free/reduced,completed,58,57,53,56.0,F,fail,free,5,126.0,790.5,793.0,m,b,degree,free,comp
female,group c,associate's degree,standard,none,66,77,73,72.0,C,pass,standard,11,78.0,399.0,402.0,f,c,degree,standard,none
female,group d,high school,free/reduced,none,39,52,46,45.666666666666664,F,fail,free,13,157.0,942.0,942.0,f,d,school,free,none
male,group c,some high school,standard,none,64,58,51,57.666666666666664,F,pass,standard,13,121.0,759.5,762.0,m,c,school,standard,none
female,group b,high school,free/reduced,completed,23,44,36,34.333333333333336,F,fail,free,21,181.0,985.0,985.0,f,b,school,free,comp
male,group b,some college,free/reduced,completed,74,77,76,75.66666666666667,C,pass,free,3,67.0,301.5,305.0,m,b,college,free,comp
female,group d,some high school,free/reduced,completed,40,65,64,56.333333333333336,F,fail,free,25,125.0,782.5,785.0,f,d,school,free,comp
male,group e,master's degree,standard,none,90,85,84,86.33333333333333,B,pass,standard,6,35.0,95.5,98.0,m,e,degree,standard,none
male,group c,master's degree,standard,completed,91,85,85,87.0,B,pass,standard,6,33.0,85.5,88.0,m,c,degree,standard,comp
male,group d,high school,standard,none,64,54,50,56.0,F,pass,standard,14,126.0,790.5,794.0,m,d,school,standard,none
female,group c,high school,standard,none,59,72,68,66.33333333333333,D,fail,standard,13,95.0,559.0,561.0,f,c,school,standard,none
male,group d,associate's degree,standard,none,80,75,69,74.66666666666667,C,pass,standard,11,70.0,328.5,331.0,m,d,degree,standard,none
male,group c,master's degree,standard,none,71,67,67,68.33333333333333,D,pass,standard,4,89.0,505.0,509.0,m,c,degree,standard,none
female,group a,high school,standard,none,61,68,63,64.0,D,pass,standard,7,102.0,627.0,631.0,f,a,school,standard,none
female,group e,some college,standard,none,87,85,93,88.33333333333333,B,pass,standard,8,29.0,71.0,72.0,f,e,college,standard,none
male,group e,some high school,standard,none,82,67,61,70.0,D,pass,standard,21,84.0,453.5,457.0,m,e,school,standard,none
male,group c,some high school,standard,none,62,64,55,60.333333333333336,D,pass,standard,9,113.0,703.5,706.0,m,c,school,standard,none
female,group b,bachelor's degree,standard,none,97,97,96,96.66666666666667,A,pass,standard,1,8.0,16.0,16.0,f,b,degree,standard,none
male,group b,some college,free/reduced,none,75,68,65,69.33333333333333,D,pass,free,10,86.0,469.5,471.0,m,b,college,free,none
female,group c,bachelor's degree,standard,none,65,79,81,75.0,C,pass,standard,16,69.0,319.0,321.0,f,c,degree,standard,none
male,group b,high school,standard,completed,52,49,46,49.0,F,fail,standard,6,147.0,907.5,910.0,m,b,school,standard,comp
male,group c,associate's degree,free/reduced,none,87,73,72,77.33333333333333,C,pass,free,15,62.0,261.5,267.0,m,c,degree,free,none
female,group c,associate's degree,standard,none,53,62,53,56.0,F,fail,standard,9,126.0,790.5,795.0,f,c,degree,standard,none
female,group e,master's degree,free/reduced,none,81,86,87,84.66666666666667,B,pass,free,6,40.0,118.5,119.0,f,e,degree,free,none
male,group d,bachelor's degree,free/reduced,completed,39,42,38,39.666666666666664,F,fail,free,4,172.0,972.0,973.0,m,d,degree,free,comp
female,group c,some college,standard,completed,71,71,80,74.0,C,pass,standard,9,72.0,347.5,350.0,f,c,college,standard,comp
male,group c,associate's degree,standard,none,97,93,91,93.66666666666667,A,pass,standard,6,13.0,27.0,27.0,m,c,degree,standard,none
male,group d,some college,standard,completed,82,82,88,84.0,B,pass,standard,6,42.0,126.5,129.0,m,d,college,standard,comp
male,group c,high school,free/reduced,none,59,53,52,54.666666666666664,F,fail,free,7,130.0,814.0,816.0,m,c,school,free,none
male,group b,associate's degree,standard,none,61,42,41,48.0,F,pass,standard,20,150.0,922.5,923.0,m,b,degree,standard,none
male,group e,associate's degree,free/reduced,completed,78,74,72,74.66666666666667,C,pass,free,6,70.0,328.5,332.0,m,e,degree,free,comp
male,group c,associate's degree,free/reduced,none,49,51,51,50.333333333333336,F,fail,free,2,143.0,887.5,890.0,m,c,degree,free,none
male,group b,high school,standard,none,59,58,47,54.666666666666664,F,fail,standard,12,130.0,814.0,817.0,m,b,school,standard,none
female,group c,some college,standard,completed,70,72,76,72.66666666666667,C,pass,standard,6,76.0,383.5,387.0,f,c,college,standard,comp
male,group b,associate's degree,standard,completed,82,84,78,81.33333333333333,B,pass,standard,6,50.0,175.0,176.0,m,b,degree,standard,comp
male,group e,associate's degree,free/reduced,none,90,90,82,87.33333333333333,B,pass,free,8,32.0,80.0,80.0,m,e,degree,free,none
female,group c,bachelor's degree,free/reduced,none,43,62,61,55.333333333333336,F,fail,free,19,128.0,805.0,807.0,f,c,degree,free,none
male,group c,some college,free/reduced,none,80,64,66,70.0,D,pass,free,16,84.0,453.5,458.0,m,c,college,free,none
male,group d,some college,standard,none,81,82,84,82.33333333333333,B,pass,standard,3,47.0,160.0,165.0,m,d,college,standard,none
male,group c,some high school,standard,none,57,61,54,57.333333333333336,F,fail,standard,7,122.0,767.5,768.0,m,c,school,standard,none
female,group d,some high school,standard,none,59,72,80,70.33333333333333,C,fail,standard,21,83.0,443.5,443.0,f,d,school,standard,none
female,group d,associate's degree,standard,none,64,76,74,71.33333333333333,C,pass,standard,12,80.0,417.5,420.0,f,d,degree,standard,none
male,group c,bachelor's degree,standard,completed,63,64,66,64.33333333333333,D,pass,standard,3,101.0,617.5,622.0,m,c,degree,standard,comp
female,group e,bachelor's degree,standard,completed,71,70,70,70.33333333333333,C,pass,standard,1,83.0,443.5,444.0,f,e,degree,standard,comp
female,group b,high school,free/reduced,none,64,73,71,69.33333333333333,D,pass,free,9,86.0,469.5,472.0,f,b,school,free,none
male,group d,bachelor's degree,free/reduced,none,55,46,44,48.333333333333336,F,fail,free,11,149.0,917.5,920.0,m,d,degree,free,none
female,group e,associate's degree,standard,none,51,51,54,52.0,F,fail,standard,3,138.0,857.0,858.0,f,e,degree,standard,none
female,group c,associate's degree,standard,completed,62,76,80,72.66666666666667,C,pass,standard,18,76.0,383.5,388.0,f,c,degree,standard,comp
female,group e,associate's degree,standard,completed,93,100,95,96.0,A,pass,standard,7,10.0,20.0,20.0,f,e,degree,standard,comp
male,group c,high school,free/reduced,none,54,72,59,61.666666666666664,D,fail,free,18,109.0,674.0,676.0,m,c,school,free,none
female,group d,some college,free/reduced,none,69,65,74,69.33333333333333,D,pass,free,9,86.0,469.5,473.0,f,d,college,free,none
male,group d,high school,free/reduced,none,44,51,48,47.666666666666664,F,fail,free,7,151.0,925.5,926.0,m,d,school,free,none
female,group e,some college,standard,completed,86,85,91,87.33333333333333,B,pass,standard,6,32.0,80.0,81.0,f,e,college,standard,comp
female,group e,associate's degree,standard,none,85,92,85,87.33333333333333,B,pass,standard,7,32.0,80.0,82.0,f,e,degree,standard,none
female,group a,master's degree,free/reduced,none,50,67,73,63.333333333333336,D,fail,free,23,104.0,643.0,644.0,f,a,degree,free,none
male,group d,some high school,standard,completed,88,74,75,79.0,C,pass,standard,14,57.0,218.0,220.0,m,d,school,standard,comp
female,group e,associate's degree,standard,none,59,62,69,63.333333333333336,D,fail,standard,10,104.0,643.0,645.0,f,e,degree,standard,none
female,group e,some high school,free/reduced,none,32,34,38,34.666666666666664,F,fail,free,6,180.0,983.5,984.0,f,e,school,free,none
male,group b,high school,free/reduced,none,36,29,27,30.666666666666668,F,fail,free,9,186.0,990.0,990.0,m,b,school,free,none
female,group b,some high school,free/reduced,completed,63,78,79,73.33333333333333,C,pass,free,16,74.0,361.0,365.0,f,b,school,free,comp
